id,occupation,education,is_urban,housing_type,household_size,income,upi_txns_month,mobile_recharge_freq,night_light,bill_payment_consistency,ecommerce_freq,skill_level,market_density,public_transport_access,loan_amount,income_to_loan_ratio,repayment_capability
3764,Professional,Diploma,True,Owned,1,49858.6,28,0,False,0.8691646711438525,1,1.05,0.21500462114427704,0.4086790292375514,239400.11,0.21,43.9
3765,Service,Master,True,Rented,5,18288.67,17,1,False,0.6130065259624519,2,1.4,0.6420764764965338,0.4491211657106289,29036.04,0.63,17.36
3766,Professional,Bachelor,True,Rented,4,54963.96,13,1,False,0.9898489308801054,1,1.15,0.3661314306037734,0.8756972938247941,177930.55,0.31,51.76
3767,Business,High School,False,Rented,5,61958.53,16,6,True,0.6771998234309975,2,0.77,0.6366773406610976,0.6936351878267917,67066.24,0.92,35.3
3768,Service,Bachelor,True,Rented,3,41214.45,17,2,False,0.5391187138345866,7,0.95,0.18602692851271513,0.9175353650370219,171562.82,0.24,17.52
3769,Professional,Master,False,Owned,2,45507.17,15,4,False,0.9173443967911306,6,1.65,0.7719830339097515,0.8913464628988279,125250.28,0.36,56.61
3770,Professional,High School,True,Rented,2,38728.15,30,2,False,0.765581691072414,6,1.04,0.9552766445902343,0.8070446164896659,83072.25,0.47,33.54
3771,Business,Bachelor,True,Owned,7,93413.81,14,3,False,0.5089976536977587,5,1.43,0.49893992399210396,0.927946631914217,85130.97,1.1,56.49
3772,Student,Master,True,Owned,1,31381.74,19,2,True,0.8039693813396429,4,0.53,0.94980896167544,0.21700300074656134,88761.12,0.35,11.9
3773,Service,Master,True,Rented,6,57261.65,25,4,True,0.8100369780712833,6,1.11,0.44617176986371265,0.777955183377874,27275.18,2.1,52.62
3774,Skilled Worker,Master,True,Rented,6,31864.96,21,1,False,0.837613169398532,1,1.12,0.5703043963941987,0.13214796927438482,143161.72,0.22,28.02
3775,Skilled Worker,Master,True,Rented,7,39386.01,15,3,False,0.7978556361291784,4,1.31,0.9530816374138825,0.8118905955797414,109895.47,0.36,38.79
3776,Student,PhD,True,Rented,1,26317.69,20,2,False,0.6334028768905975,3,0.63,0.580338357798963,0.8715169307494605,88607.09,0.3,12.39
3777,Unskilled Worker,Bachelor,False,Owned,4,62741.54,28,1,True,0.9995134448453231,3,0.82,0.4507344078476564,0.7829077898879873,176638.44,0.36,54.85
3778,Business,Bachelor,True,Owned,2,29914.14,27,7,False,0.733786856740424,3,1.14,0.26465307699202467,0.8997735216418443,49721.92,0.6,29.89
3779,Skilled Worker,Master,True,Rented,3,53754.4,13,2,True,0.6940487193195866,2,1.41,0.9670628960446547,0.4734709475565775,151038.03,0.36,46.41
3780,Unskilled Worker,Bachelor,True,Owned,7,35593.84,18,1,False,0.501906544204253,4,0.61,0.24144138534069162,0.7814117115148621,15563.52,2.29,9.74
3781,Service,Diploma,True,Government,5,40255.71,25,1,False,0.7844194259695016,4,0.91,0.618580476072192,0.4189561372259749,165523.06,0.24,27.4
3782,Service,High School,True,Rented,7,20206.17,15,1,False,0.7440233318673186,3,0.59,0.952217840262886,0.23972786967826762,6647.47,3.04,7.65
3783,Professional,Bachelor,False,Owned,5,43192.35,24,0,False,0.9734169001636188,1,1.62,0.10945614997531147,0.39658610404042327,188746.42,0.23,71.01
3784,Unskilled Worker,High School,False,Owned,2,46650.82,14,2,True,0.6597338235454053,0,0.46,0.28637825133353345,0.2928993472392799,31285.58,1.49,13.58
3785,Unskilled Worker,High School,True,Rented,7,15561.97,23,2,False,0.8397095763841782,1,0.47,0.3969780939524137,0.582331228104433,49745.61,0.31,7.17
3786,Professional,High School,False,Owned,2,28872.8,17,4,False,0.8151224648111458,5,0.9,0.7808282891587505,0.28992483677555,26254.73,1.1,22.06
3787,Business,Master,True,Government,5,97665.86,25,4,True,0.8951374394364064,3,1.39,0.21758184606879732,0.962975861377531,224706.36,0.43,97.47
3788,Service,High School,True,Rented,4,24395.53,23,2,True,0.8976309498172835,3,0.51,0.8278582345496838,0.6013556700986307,1111.54,21.93,11.27
3789,Professional,Master,True,Joint,5,34490.42,22,1,True,0.5018294057426955,5,1.62,0.411388544398652,0.10982123877890684,110140.77,0.31,22.96
3790,Unemployed,Bachelor,True,Rented,1,17779.08,18,3,False,0.9341280927623581,6,0.25,0.857991963658505,0.8770000682115848,80995.63,0.22,4.53
3791,Professional,High School,True,Rented,7,29171.41,17,1,False,0.5589935518127431,3,0.86,0.942736186251991,0.7249152378339618,141760.03,0.21,15.07
3792,Professional,High School,True,Owned,3,29014.31,18,3,False,0.5263291860258269,6,1.01,0.4150461241484944,0.4779401786012615,81067.52,0.36,15.54
3793,Business,Bachelor,True,Rented,7,178523.8,21,5,False,0.9035839010045122,3,1.11,0.6929306037894222,0.30326710156846404,686722.11,0.26,167.35
3794,Skilled Worker,Master,False,Owned,2,41983.83,16,2,False,0.5423673032674667,1,1.5,0.3932801591719307,0.6785679841052261,16235.7,2.59,33.93
3795,Professional,Master,True,Rented,6,68357.51,21,1,True,0.5225467819906573,4,2.05,0.47478513026426716,0.4520705347353854,166056.92,0.41,85.0
3796,Skilled Worker,Master,False,Owned,7,74530.53,20,5,True,0.6211030634320935,4,1.18,0.42045805481899057,0.2948296974192094,95041.92,0.78,45.85
3797,Business,Diploma,True,Owned,2,25180.01,23,1,False,0.761914951184983,2,1.02,0.39142448519181416,0.5852553133500953,115636.47,0.22,17.77
3798,Professional,Bachelor,True,Owned,4,67213.97,26,5,False,0.9351382404607693,1,1.57,0.5298941254818902,0.25772694462990275,170158.81,0.4,105.42
3799,Professional,PhD,False,Rented,1,121049.44,19,2,True,0.9589759205076233,1,2.17,0.10709997326198176,0.17181946379942525,405079.27,0.3,231.02
3800,Business,Master,True,Rented,7,119131.95,23,0,False,0.7266821268358191,2,1.95,0.34622354983131276,0.6310051256576695,37159.9,3.21,174.37
3801,Professional,Master,True,Rented,5,91908.59,14,2,False,0.7952459970099153,4,1.91,0.7145308995745157,0.28886884095752496,207066.86,0.44,143.66
3802,Student,High School,True,Owned,1,7315.08,27,1,False,0.9619602108918058,4,0.29,0.3259833946861907,0.29097936010637715,53.09,135.24,1.86
3803,Unskilled Worker,Diploma,True,Rented,1,26874.68,16,1,False,0.8869265494891005,3,0.71,0.307931786964751,0.7521241081927492,90323.78,0.3,14.27
3804,Unemployed,Bachelor,True,Owned,4,5560.83,33,3,False,0.8110322359473731,5,0.31,0.36221717547552446,0.946268903925252,14313.21,0.39,1.55
3805,Professional,Master,True,Rented,4,122253.5,22,4,True,0.6224658499173618,2,1.47,0.9760945911889303,0.3773349884744934,534289.66,0.23,97.99
3806,Retired,High School,False,Owned,6,34796.22,18,2,False,0.7353222966505073,3,0.53,0.5682401714941279,0.19745330170848263,151372.7,0.23,12.58
3807,Service,Bachelor,True,Owned,5,36570.56,26,2,True,0.9295320687722084,8,0.93,0.7764744101188125,0.46434614050372536,37288.25,0.98,34.61
3808,Service,High School,True,Owned,6,25084.06,28,0,True,0.6554070929417461,8,0.66,0.22906065534490472,0.3542983563156691,91311.58,0.27,9.13
3809,Professional,High School,True,Owned,5,35454.51,21,0,False,0.5726189075230668,2,1.1,0.35705266854525,0.39522099628624197,78040.89,0.45,21.19
3810,Professional,High School,True,Owned,3,35120.01,19,1,True,0.5772118639094643,4,0.99,0.7937532231086705,0.9249011013182736,156953.63,0.22,19.07
3811,Skilled Worker,Master,True,Joint,1,76594.36,25,0,True,0.886251785049589,2,1.2,0.7230865995664216,0.5281441942968176,60321.16,1.27,66.81
3812,Service,High School,True,Owned,5,19579.81,14,2,False,0.5824666676920166,6,0.66,0.7548214839316871,0.3183650522391656,65252.49,0.3,8.86
3813,Professional,Bachelor,True,Owned,4,152112.15,14,2,False,0.5224870174020023,1,1.29,0.49394206431325094,0.7977401403618859,227352.32,0.67,95.16
3814,Business,High School,False,Joint,3,36034.13,20,2,False,0.9271053628572883,1,0.85,0.82339870944668,0.6925918398832505,103586.63,0.35,31.13
3815,Professional,Bachelor,True,Joint,6,94583.26,13,4,True,0.9669389094485575,1,1.27,0.7511862501015446,0.6134411214119031,25203.22,3.75,101.07
3816,Business,High School,False,Owned,3,14446.78,17,2,False,0.9931438542104845,3,0.85,0.6501528731935737,0.3288728268802074,1851.76,7.8,13.66
3817,Service,High School,True,Rented,4,17142.95,16,1,False,0.6827542933233612,1,0.72,0.7697147894143308,0.5425213407314319,62564.18,0.27,7.73
3818,Unskilled Worker,Bachelor,True,Owned,5,40196.01,17,2,False,0.954734435705048,4,0.61,0.509401776350736,0.9571334105698712,150011.55,0.27,22.9
3819,Unskilled Worker,Bachelor,True,Rented,4,29871.89,17,1,False,0.5771451902719837,3,0.61,0.2607022940278331,0.8866931846517394,104270.82,0.29,9.28
3820,Service,High School,False,Owned,5,23206.37,13,2,False,0.996446121237046,0,0.55,0.8904837338020808,0.16052004716806356,42160.86,0.55,14.91
3821,Service,High School,True,Owned,4,38862.4,20,0,False,0.5084940876806181,2,0.72,0.6732827152059286,0.32673703986835734,39572.43,0.98,12.06
3822,Service,High School,False,Owned,4,66047.94,16,2,False,0.6731720027282495,0,0.7,0.31699369747178896,0.6185779195592327,95745.02,0.69,33.86
3823,Unskilled Worker,Diploma,False,Owned,2,12124.0,17,3,True,0.87233137769843,2,0.69,0.9078901963690719,0.17055399285953488,30208.25,0.4,8.4
3824,Service,Bachelor,False,Owned,5,53910.81,22,1,False,0.8009370355393599,2,0.81,0.9450291353861783,0.6811733673575006,118119.57,0.46,37.11
3825,Professional,Bachelor,True,Rented,1,40753.53,11,2,True,0.6998749559410026,3,1.41,0.4795522169137426,0.7072421776517025,139667.98,0.29,44.46
3826,Professional,High School,False,Rented,2,54568.38,19,2,False,0.5388238460030037,3,0.94,0.6441892195646451,0.4500033358941943,24570.82,2.22,29.84
3827,Service,Bachelor,False,Owned,2,26045.92,18,4,True,0.9760111537804557,5,1.0,0.8550835661298017,0.2179156891724473,120995.41,0.22,29.3
3828,Service,High School,True,Owned,2,29811.58,16,0,False,0.9270068584350444,4,0.64,0.7201389974408914,0.13751701093270552,87804.06,0.34,19.25
3829,Unskilled Worker,High School,False,Owned,2,24264.83,16,1,True,0.5377649305597261,1,0.56,0.4772137131346029,0.38794836479132067,26677.03,0.91,7.69
3830,Professional,Bachelor,False,Rented,1,35890.13,21,4,False,0.8762595440864822,3,1.54,0.1510684900792753,0.6389617339039225,131742.85,0.27,42.77
3831,Service,Bachelor,True,Rented,2,25772.1,19,3,True,0.5832816767348943,5,0.87,0.4452800474564794,0.5614289866778521,19310.0,1.33,15.61
3832,Unskilled Worker,High School,True,Owned,6,16190.29,19,2,False,0.9817874073317094,2,0.47,0.9886763359692399,0.6109462305539263,12835.95,1.26,7.76
3833,Unskilled Worker,Bachelor,True,Owned,1,11278.91,24,2,False,0.5332533752183302,5,0.8,0.330181398172784,0.5005607783311725,22040.21,0.51,5.27
3834,Service,Diploma,True,Rented,6,34856.21,16,5,False,0.5917961487475332,4,0.87,0.6174201729550892,0.24366277116491675,80699.2,0.43,20.01
3835,Service,Bachelor,True,Owned,1,68256.24,26,2,False,0.8863444229577231,1,0.76,0.24664824557124373,0.2745847508438096,30142.24,2.26,52.35
3836,Service,Bachelor,True,Rented,6,17414.11,26,3,True,0.5085386400664993,2,0.75,0.5538745767473371,0.9075073974296968,11512.08,1.51,7.89
3837,Student,Diploma,True,Rented,2,21448.84,25,0,False,0.9381896746719378,1,0.37,0.7209985739979484,0.728411604383345,84214.49,0.25,7.17
3838,Professional,Master,True,Rented,3,78462.73,20,1,True,0.6305291394724595,3,1.68,0.8036121199384695,0.7438900484401135,293670.39,0.27,71.89
3839,Student,Bachelor,False,Owned,1,12864.56,20,1,False,0.9306186457469257,4,0.45,0.6721680466150729,0.5051416545988856,51213.98,0.25,5.23
3840,Skilled Worker,Master,True,Joint,2,130981.91,31,2,False,0.735826800121838,3,1.27,0.15392516091544084,0.18282740760570265,415787.26,0.32,130.3
3841,Business,High School,False,Rented,7,58745.04,20,2,False,0.5284071267579576,2,0.98,0.5630904507111713,0.6687772989292082,240932.34,0.24,26.28
3842,Professional,Bachelor,True,Rented,7,94442.41,22,2,False,0.7700650859865206,3,1.23,0.4891182132194657,0.7786029711971532,265167.12,0.36,76.48
3843,Service,High School,False,Owned,4,23346.9,30,1,False,0.8608944404594665,2,0.56,0.31230282779381174,0.6204548333936813,74030.42,0.32,12.54
3844,Service,High School,False,Joint,4,10740.13,16,1,True,0.767604070228624,4,0.74,0.8638487711637366,0.9509985073972264,727.78,14.74,6.26
3845,Professional,Bachelor,True,Rented,5,55386.56,16,0,False,0.9502366450315978,2,1.46,0.5946310106663665,0.5556034253267286,235248.47,0.24,84.5
3846,Skilled Worker,High School,True,Rented,7,23878.44,17,3,False,0.8765023196831753,6,0.65,0.7446163467090234,0.49765627570119897,56377.54,0.42,13.29
3847,Retired,Bachelor,True,Rented,1,48425.6,28,4,False,0.5619863908500924,5,0.7,0.9277353933589011,0.9104049880172934,226158.14,0.21,19.79
3848,Business,Bachelor,False,Rented,7,35125.66,18,0,False,0.523047895786827,0,1.54,0.23395673132245637,0.15486475988473455,145431.56,0.24,33.57
3849,Skilled Worker,Bachelor,False,Owned,1,70769.09,23,4,True,0.680850752627913,4,1.19,0.8228814135102014,0.35188893260300436,340522.13,0.21,67.21
3850,Professional,High School,True,Government,6,26087.63,15,1,False,0.8520260290161028,1,0.99,0.606518122058105,0.9643368988082232,91808.68,0.28,21.02
3851,Service,High School,True,Owned,4,32560.7,17,1,False,0.9285328662529961,1,0.59,0.4495740003275831,0.6432163119036174,140235.32,0.23,14.44
3852,Professional,Bachelor,True,Government,1,34997.93,24,3,False,0.9303250406638365,2,1.14,0.8673974006908527,0.21405846981258664,74375.6,0.47,32.7
3853,Business,Diploma,True,Owned,7,39369.69,17,0,False,0.5339612391934213,4,1.33,0.10044693603031289,0.190971952417019,181684.95,0.22,32.56
3854,Student,High School,False,Joint,1,6527.68,27,2,False,0.9026413204233115,2,0.41,0.6344018530982589,0.8558582941844597,2378.43,2.74,2.82
3855,Skilled Worker,High School,True,Rented,4,26362.73,25,1,False,0.643927722017301,4,0.76,0.8100569836827103,0.5464797910256489,130781.84,0.2,11.28
3856,Professional,Master,False,Rented,2,39933.5,15,4,False,0.9591896156307267,4,1.7,0.6501004726979521,0.5360928033077824,13187.35,3.03,68.13
3857,Service,High School,False,Owned,6,30195.39,29,1,False,0.7482104495043327,1,0.67,0.6743860061852677,0.9835688411695124,138721.45,0.22,16.17
3858,Business,Master,False,Rented,4,86939.62,14,2,True,0.5756892355603185,3,1.7,0.8698928674194243,0.2546469494126482,248064.11,0.35,80.02
3859,Service,Bachelor,True,Rented,3,32498.54,12,1,False,0.996404348457224,5,0.84,0.1431909874554497,0.4927006946041156,106925.27,0.3,26.85
3860,Unskilled Worker,Bachelor,True,Owned,7,18335.1,13,3,False,0.6022043660527222,3,0.79,0.1721152814076452,0.8375094770136583,37302.25,0.49,8.79
3861,Unskilled Worker,Bachelor,True,Rented,7,31127.99,16,1,False,0.6368711978588468,3,0.77,0.8695793242344725,0.9283003982064304,74063.0,0.42,17.29
3862,Business,High School,False,Owned,4,53154.28,21,3,False,0.7642580205927128,5,1.08,0.2574320275535028,0.3956365203880724,188889.95,0.28,41.15
3863,Service,Bachelor,True,Rented,6,30022.22,14,1,False,0.5132513456661114,4,0.94,0.5029395003113164,0.877470516111553,72813.48,0.41,14.99
3864,Professional,Master,True,Owned,4,53321.44,20,4,False,0.9131403787117094,2,1.61,0.1331062711891859,0.292573531183827,93836.25,0.57,67.96
3865,Professional,Master,False,Rented,6,35198.52,21,4,False,0.7259910444771851,2,1.58,0.2545270795765489,0.12507920325401564,87049.07,0.4,35.09
3866,Service,Bachelor,True,Owned,7,36444.92,19,1,True,0.6755346821664503,4,0.95,0.2546335487791459,0.1871106712836585,75692.73,0.48,28.06
3867,Service,Master,True,Rented,2,72186.15,28,5,True,0.72001170897441,1,0.98,0.8336418814322044,0.40027024299669,93715.59,0.77,56.12
3868,Skilled Worker,High School,True,Owned,4,51964.66,28,6,False,0.9846032408001106,2,0.65,0.5145725226830523,0.35383490629053094,241240.16,0.22,38.14
3869,Skilled Worker,Bachelor,True,Owned,4,40890.63,24,1,False,0.7462598279622017,5,1.15,0.8201394503172179,0.5327878479109088,54606.81,0.75,41.65
3870,Professional,Bachelor,True,Rented,2,25233.09,13,1,False,0.8764481945953752,4,1.67,0.34251162338990604,0.7783772201137144,68110.96,0.37,40.43
3871,Service,Master,True,Rented,7,33590.16,20,3,False,0.507595431482003,1,1.15,0.7496349573721482,0.553270568988638,51745.49,0.65,16.19
3872,Professional,Bachelor,False,Rented,4,91283.94,26,1,True,0.8777618745686839,2,1.13,0.5379825892612565,0.7006048406485709,46261.1,1.97,83.45
3873,Professional,Bachelor,False,Owned,2,76690.13,27,3,False,0.5474156773039791,1,1.58,0.5172485566808346,0.3265994269948179,262179.77,0.29,74.5
3874,Unskilled Worker,Master,True,Owned,3,19708.99,13,5,True,0.8968362997216179,3,0.87,0.7674100659206354,0.42589268306937744,77134.61,0.26,14.68
3875,Professional,Bachelor,False,Rented,2,136598.51,15,2,False,0.9591949253062417,5,1.15,0.4160152611310163,0.6048054562349632,430769.61,0.32,129.28
3876,Service,High School,True,Owned,1,13316.95,20,5,True,0.6169841280368062,2,0.55,0.33966659994025133,0.8451870308771299,51606.89,0.26,4.86
3877,Professional,Bachelor,True,Joint,1,41847.89,23,4,False,0.6385892510120902,1,1.24,0.5682834531481318,0.811857838907363,75692.2,0.55,33.17
3878,Unskilled Worker,Bachelor,False,Rented,6,32691.35,23,3,False,0.904028766153758,5,0.63,0.6989942745037167,0.3387988547808648,12287.43,2.66,14.99
3879,Business,Bachelor,True,Owned,2,45371.69,12,1,False,0.8923567130879093,2,1.55,0.14140070868762064,0.41784231837308805,199579.88,0.23,50.53
3880,Professional,Diploma,True,Owned,4,36733.2,19,1,True,0.8965029275650692,2,1.29,0.3233193596309444,0.815831676510204,171715.64,0.21,41.19
3881,Business,Bachelor,True,Owned,5,47530.63,24,1,False,0.9040074039242798,3,1.46,0.5914675664640359,0.5522867759210265,105405.48,0.45,75.24
3882,Skilled Worker,Bachelor,True,Rented,7,60639.72,27,2,False,0.672647620869365,5,0.93,0.5986080588171238,0.6540170916715877,13835.59,4.38,43.67
3883,Retired,Bachelor,True,Rented,7,75991.7,21,2,False,0.9751763799268914,1,0.87,0.4895171669027343,0.6984212419956984,175314.1,0.43,51.74
3884,Professional,High School,False,Rented,5,41421.17,27,1,False,0.949223302012612,2,1.09,0.7601564507748632,0.5412972916700383,60452.69,0.69,40.16
3885,Unskilled Worker,High School,True,Owned,3,12995.09,14,0,False,0.5638584348315754,3,0.41,0.6829420937034123,0.7205963894111944,60201.78,0.22,3.56
3886,Student,PhD,False,Owned,3,28706.85,22,0,False,0.5211017830060337,2,0.68,0.7874982706228577,0.8537653748876237,73879.43,0.39,9.45
3887,Student,Bachelor,True,Rented,5,48731.46,24,2,False,0.9589909913780217,5,0.42,0.43713510109520315,0.519997552957867,216378.5,0.23,17.88
3888,Business,High School,True,Rented,5,49601.03,27,2,False,0.6074033821605731,3,0.78,0.7457047823979279,0.7165278068193774,125047.52,0.4,24.99
3889,Business,High School,True,Rented,2,64566.75,26,1,False,0.8705636820079201,7,1.08,0.9070216219708297,0.9969196102279481,210742.04,0.31,50.28
3890,Service,Bachelor,True,Joint,5,49511.48,18,2,False,0.8311288471444733,3,0.79,0.5806633569539926,0.5448903321051327,189710.85,0.26,36.04
3891,Skilled Worker,Master,False,Rented,1,75560.87,14,1,False,0.8624532424084279,1,1.15,0.47267082051881604,0.4118193526132363,309435.8,0.24,82.61
3892,Business,Master,True,Owned,3,62827.48,19,1,False,0.8089036451902726,4,1.9,0.6306938907804612,0.6028842826082279,46583.93,1.35,112.91
3893,Skilled Worker,High School,True,Owned,7,52246.53,23,2,True,0.6431675626272492,4,0.78,0.9386084718009426,0.35210684393171443,196394.5,0.27,27.56
3894,Service,PhD,True,Joint,6,11901.19,16,2,False,0.7970124463285104,6,1.53,0.9618978828616532,0.45498495485359924,28129.71,0.42,16.12
3895,Skilled Worker,Bachelor,True,Owned,7,48267.7,16,2,True,0.7659678030948691,6,0.81,0.539437569469704,0.7754879313557133,3962.41,12.18,32.21
3896,Unskilled Worker,Bachelor,True,Rented,3,32294.48,20,3,False,0.6531563369531941,3,0.79,0.6795832698982965,0.34252285992756937,153339.34,0.21,18.65
3897,Professional,Bachelor,True,Joint,7,32938.08,18,0,False,0.6740369468478403,5,1.41,0.4302549927416186,0.5724905398360437,39827.08,0.83,28.89
3898,Unskilled Worker,High School,True,Owned,1,21142.06,15,2,False,0.8235877372185718,3,0.49,0.4248014083711734,0.951683614241127,97603.35,0.22,7.05
3899,Business,Diploma,True,Owned,3,54023.61,12,2,False,0.9178803319361126,3,1.21,0.546370905039246,0.6580802480882477,96770.43,0.56,65.53
3900,Unskilled Worker,High School,False,Rented,5,7486.28,29,1,False,0.7971545523431464,1,0.49,0.5380013218748309,0.8478993471813511,28609.81,0.26,3.02
3901,Service,High School,True,Rented,3,27455.83,19,4,False,0.7188109700003033,3,0.63,0.8392591278323949,0.37691051982353874,2204.16,12.45,10.07
3902,Service,Master,False,Owned,1,81382.45,21,0,False,0.5612776873307088,0,1.33,0.16777806931550282,0.8847177210874588,128289.81,0.63,49.94
3903,Student,Bachelor,True,Government,3,42121.29,16,3,False,0.5090419693680065,3,0.43,0.8202606648724399,0.6110041568983972,30317.15,1.39,10.18
3904,Professional,Master,True,Owned,6,90494.94,9,1,False,0.543865137066458,0,1.75,0.4653021257906834,0.5008025991068742,3565.28,25.38,98.43
3905,Unskilled Worker,Bachelor,True,Joint,6,24405.81,17,1,False,0.5340613215112953,4,0.78,0.6861097091112232,0.31882800452374904,69172.37,0.35,10.55
3906,Service,Bachelor,True,Owned,6,53277.83,19,1,False,0.5823691591722968,5,0.99,0.8037640044741937,0.41386604699606055,165657.36,0.32,34.33
3907,Business,PhD,True,Rented,7,46605.09,21,3,True,0.9519124046853719,0,2.21,0.7612492197262806,0.15565618202918713,221940.55,0.21,95.73
3908,Service,High School,True,Owned,6,34067.71,16,4,True,0.5753804472145239,7,0.75,0.7220463345061735,0.4414272913586259,126637.68,0.27,14.22
3909,Business,Master,True,Owned,5,60329.65,23,1,False,0.5966103139058094,4,1.43,0.8808540049984596,0.20491167361229878,41846.11,1.44,48.65
3910,Service,High School,False,Owned,6,41520.47,11,0,False,0.806372139253076,3,0.51,0.13362764838493912,0.7158560058580151,168196.89,0.25,14.71
3911,Professional,Master,False,Government,6,52420.91,17,3,True,0.7694421544333774,2,1.5,0.6998310917926939,0.24460447514478612,3951.71,13.26,70.05
3912,Professional,High School,False,Rented,2,84531.82,14,1,False,0.9181901421862783,0,0.82,0.7471349994197951,0.44477859671559106,250822.09,0.34,71.93
3913,Professional,Bachelor,True,Rented,6,93834.12,22,0,True,0.6148579981460747,2,1.23,0.6182598942139306,0.23009980119090462,158591.82,0.59,73.75
3914,Retired,Master,True,Government,5,45658.38,20,3,False,0.74169554582123,4,0.91,0.2089644228919186,0.47958387343581,166443.48,0.27,31.5
3915,Retired,Bachelor,True,Rented,6,33711.43,13,1,False,0.5545514636079518,1,0.88,0.46041417347113456,0.19365009854148157,56573.69,0.6,18.15
3916,Service,Master,True,Owned,3,100256.2,25,1,True,0.7935965725770695,3,1.04,0.5975553130542343,0.33554545309968575,492219.93,0.2,96.14
3917,Skilled Worker,Master,True,Joint,6,139565.71,23,1,False,0.8011516867781846,3,1.22,0.29607395422974725,0.193343333260381,127816.06,1.09,145.92
3918,Service,Master,True,Rented,4,36074.18,23,4,False,0.9238824252452764,3,1.27,0.8965240411230989,0.5449239246270764,131897.66,0.27,35.5
3919,Skilled Worker,PhD,True,Joint,3,47212.4,27,1,False,0.6651438496925908,3,1.46,0.6145931874888245,0.4023605097786124,144586.45,0.33,43.7
3920,Unskilled Worker,Bachelor,False,Rented,7,49238.4,24,2,True,0.6489554323173092,1,0.59,0.2131706070650553,0.31753171473464314,194321.15,0.25,20.62
3921,Student,High School,False,Owned,6,3950.45,28,3,False,0.9761530392155987,2,0.38,0.17609152247697518,0.4959389376109774,15798.81,0.25,1.41
3922,Service,High School,True,Rented,6,6445.86,17,3,True,0.725048078813078,0,0.72,0.5191157299156299,0.38049162754069255,30012.22,0.21,3.35
3923,Skilled Worker,High School,True,Owned,3,17711.72,16,4,True,0.6446151376338656,1,0.83,0.1636010270455363,0.5204338300700472,73059.15,0.24,8.69
3924,Professional,High School,False,Owned,1,42350.96,20,2,False,0.8030581377119594,5,1.14,0.6819598029433973,0.44340729282924096,168755.65,0.25,43.53
3925,Unemployed,Bachelor,True,Owned,4,6398.33,16,2,False,0.5715885119692423,0,0.29,0.8304864165154252,0.7937851687668828,19793.53,0.32,0.99
3926,Professional,High School,True,Owned,1,19463.16,16,2,True,0.6931084278931459,3,1.0,0.6695972940422045,0.8649819853422139,4230.16,4.6,12.87
3927,Business,High School,True,Government,6,26598.72,21,1,False,0.7294956844613314,2,1.03,0.14203762256488817,0.1671797129649087,19842.88,1.34,22.72
3928,Skilled Worker,High School,True,Owned,1,51514.14,16,1,False,0.941681939849181,5,0.66,0.16440542084971993,0.5820498374685562,67753.27,0.76,29.99
3929,Skilled Worker,Master,True,Government,5,39774.44,19,3,False,0.8633694381822089,7,1.29,0.20959333614665404,0.15634810987841072,35479.12,1.12,51.11
3930,Professional,Bachelor,False,Owned,2,90722.19,13,2,False,0.6955917519276886,7,1.54,0.9067621244215518,0.9537960086652086,438519.98,0.21,115.98
3931,Student,Bachelor,True,Owned,3,19625.87,25,3,True,0.732599696837204,5,0.43,0.8304485706631798,0.3616533808375524,32942.88,0.6,6.03
3932,Professional,Master,True,Rented,4,147176.54,21,1,False,0.9711029457163325,6,1.67,0.5783073652169962,0.6467102589957552,395112.06,0.37,274.49
3933,Business,High School,True,Government,3,30096.59,18,1,True,0.9184917105722292,4,1.08,0.29694788528025917,0.266369513047252,120748.1,0.25,30.28
3934,Professional,Diploma,False,Rented,1,54725.7,20,6,False,0.5587475709547393,1,0.98,0.9908755980894635,0.3182544080323846,4034.03,13.56,35.95
3935,Service,Bachelor,True,Rented,7,37555.47,18,1,False,0.6793783822582049,4,0.99,0.522612516694403,0.13455964933276565,126249.09,0.3,25.01
3936,Business,High School,True,Rented,2,31732.56,16,1,False,0.731507555593075,2,0.97,0.9174409882026562,0.5878861108888478,26220.61,1.21,20.14
3937,Service,Bachelor,True,Rented,1,50207.85,18,2,False,0.6009113315494605,3,0.85,0.3001287764883378,0.17321570788934168,65619.72,0.77,20.89
3938,Professional,Master,True,Government,3,96079.66,20,2,False,0.5644204950353433,4,1.84,0.6923348652741289,0.40750182406364444,457308.95,0.21,114.34
3939,Professional,Bachelor,True,Rented,5,58827.91,26,2,False,0.6587692734690662,2,1.2,0.8221886883268746,0.5099186792659677,207643.36,0.28,38.96
3940,Service,Master,True,Government,3,16782.27,15,2,False,0.8308603560091042,3,1.3,0.806900219213141,0.7957339797056108,22012.11,0.76,15.9
3941,Skilled Worker,High School,False,Owned,1,14562.65,24,3,False,0.9793866573142727,0,0.72,0.6560987244291038,0.6070586323641699,62266.05,0.23,9.79
3942,Unskilled Worker,High School,False,Joint,4,11545.61,21,3,False,0.9876597312595408,3,0.58,0.7379805238403344,0.4650309155523159,11508.49,1.0,6.77
3943,Professional,High School,True,Owned,7,41288.52,23,1,True,0.9379164244863814,2,0.99,0.21874509490088662,0.748800229897987,53288.97,0.77,44.4
3944,Service,High School,True,Rented,4,23125.63,12,1,True,0.8554002225298629,5,0.71,0.2857288350913548,0.5387312335767909,86883.04,0.27,15.07
