id,occupation,upi_txns_month,mobile_recharge_freq,night_light,education,is_urban,bill_payment_consistency,ecommerce_freq,skill_level,household_size,market_density,public_transport_access,housing_type,income,loan_amount,income_to_loan_ratio,repayment_capability
32294705,Auto Rickshaw Driver,32,Weekly,67,Secondary,1,0,10,Skilled,4,0.5,1,Semi-Pucca,29906,11611,2.58,0.95
4874552,Farmer,7,Monthly,34,Primary,0,0,2,Unskilled,6,0.3,1,Pucca,9022,63154,0.14,0.48
13751410,Small Shop Owner,23,Monthly,87,Primary,1,1,7,Skilled,2,0.7,1,Semi-Pucca,46629,26581,1.75,0.95
70348655,Auto Rickshaw Driver,14,Irregular,16,Secondary,0,0,4,Semi-Skilled,7,0.2,0,Kutcha,15079,65736,0.23,0.66
74222811,Delivery Partner,45,Weekly,78,Secondary,1,1,10,Semi-Skilled,1,0.5,1,Kutcha,38408,63317,0.61,0.95
64439629,Construction Worker,31,Monthly,69,Illiterate,1,1,10,Semi-Skilled,7,0.3,1,Pucca,18498,7373,2.51,0.89
22996466,Auto Rickshaw Driver,11,Monthly,19,Primary,0,1,3,Skilled,3,0.3,0,Kutcha,16281,49231,0.33,0.89
12376042,Street Vendor,32,Monthly,54,Secondary,1,1,10,Skilled,2,0.9,1,Kutcha,22939,36971,0.62,0.95
67270070,Domestic Worker,6,Weekly,34,Illiterate,0,0,2,Semi-Skilled,5,0.4,0,Kutcha,10034,11362,0.88,0.53
75027571,Auto Rickshaw Driver,38,Weekly,73,Secondary,1,1,10,Skilled,4,0.4,1,Pucca,33484,5849,5.72,0.95
61922512,Auto Rickshaw Driver,11,Irregular,31,Secondary,0,0,3,Skilled,4,0.2,0,Semi-Pucca,17778,36645,0.49,0.69
3397209,Delivery Partner,41,Weekly,84,Primary,1,1,10,Semi-Skilled,6,0.8,1,Pucca,42659,91573,0.47,0.95
8708592,Construction Worker,5,Irregular,22,Primary,0,0,1,Unskilled,4,0.2,1,Semi-Pucca,9209,6862,1.34,0.66
90405461,Auto Rickshaw Driver,12,Irregular,11,Secondary,0,0,4,Skilled,3,0.3,1,Kutcha,15806,79468,0.2,0.72
55948152,Auto Rickshaw Driver,18,Weekly,68,Secondary,1,0,6,Semi-Skilled,4,0.1,1,Pucca,22219,28697,0.77,0.95
79652460,Domestic Worker,30,Monthly,84,Primary,1,1,10,Semi-Skilled,4,0.8,1,Kutcha,16325,74414,0.22,0.88
55809962,Small Shop Owner,18,Weekly,34,Secondary,0,0,6,Semi-Skilled,5,0.2,0,Semi-Pucca,25864,66005,0.39,0.95
11127366,Auto Rickshaw Driver,44,Weekly,81,Secondary,1,1,10,Skilled,3,0.2,1,Semi-Pucca,37196,74707,0.5,0.95
17871524,Delivery Partner,13,Monthly,22,Primary,0,0,4,Semi-Skilled,3,0.3,1,Kutcha,20186,46467,0.43,0.89
73549967,Street Vendor,14,Irregular,56,Secondary,1,0,4,Semi-Skilled,4,0.6,1,Semi-Pucca,18717,73667,0.25,0.88
11250027,Tailor,8,Irregular,38,Primary,0,0,2,Skilled,5,0.3,0,Kutcha,19072,99332,0.19,0.8
98235526,Farmer,3,Weekly,14,Primary,0,0,1,Skilled,7,0.2,1,Semi-Pucca,7920,87831,0.09,0.38
58988721,Street Vendor,27,Irregular,64,Secondary,1,0,9,Unskilled,3,0.4,1,Pucca,19850,89264,0.22,0.9
28846690,Street Vendor,10,Irregular,56,Graduate,1,0,3,Unskilled,6,0.3,1,Semi-Pucca,19867,38452,0.52,0.76
79593766,Farmer,6,Monthly,59,Primary,1,0,2,Unskilled,2,0.3,1,Pucca,11583,58610,0.2,0.69
20193656,Auto Rickshaw Driver,34,Irregular,70,Primary,1,0,10,Semi-Skilled,7,0.8,1,Pucca,28053,34956,0.8,0.95
69059412,Domestic Worker,43,Weekly,62,Illiterate,1,1,10,Unskilled,7,0.1,1,Semi-Pucca,16645,17876,0.93,0.85
7848668,Farmer,10,Weekly,51,Primary,1,1,3,Unskilled,5,0.8,1,Pucca,11155,22666,0.49,0.71
82831261,Farmer,4,Irregular,20,Illiterate,0,0,1,Unskilled,6,0.1,0,Semi-Pucca,8140,93809,0.09,0.34
6963478,Small Shop Owner,39,Weekly,63,Secondary,1,0,10,Skilled,2,0.7,1,Pucca,37278,35819,1.04,0.95
84271126,Street Vendor,21,Monthly,13,Secondary,0,1,7,Unskilled,3,0.1,1,Semi-Pucca,12015,60839,0.2,0.66
75832468,Auto Rickshaw Driver,18,Irregular,13,Primary,0,0,6,Unskilled,4,0.3,0,Pucca,14002,17046,0.82,0.67
70115135,Farmer,3,Monthly,66,Primary,1,0,1,Semi-Skilled,2,0.5,1,Pucca,10720,55745,0.19,0.5
21762811,Farmer,2,Irregular,33,Primary,0,0,0,Unskilled,4,0.1,1,Pucca,8733,92191,0.09,0.51
76414234,Farmer,3,Irregular,75,Illiterate,1,0,1,Unskilled,6,0.4,1,Semi-Pucca,11641,30540,0.38,0.5
15859435,Small Shop Owner,48,Monthly,80,Primary,1,1,10,Semi-Skilled,7,0.5,1,Kutcha,44044,6414,6.87,0.95
19719378,Farmer,1,Irregular,36,Illiterate,0,0,0,Unskilled,6,0.2,1,Pucca,9358,61466,0.15,0.49
61009563,Small Shop Owner,21,Weekly,24,Graduate,0,1,7,Unskilled,4,0.3,0,Semi-Pucca,27807,53585,0.52,0.95
5969081,Delivery Partner,21,Monthly,14,Primary,0,1,7,Semi-Skilled,5,0.2,1,Pucca,19695,75644,0.26,0.95
81763706,Farmer,2,Monthly,25,Primary,0,1,0,Unskilled,4,0.1,0,Semi-Pucca,7556,99065,0.08,0.47
702699,Farmer,9,Irregular,74,Primary,1,0,3,Unskilled,5,0.7,1,Pucca,11592,17108,0.68,0.65
30436214,Farmer,0,Irregular,25,Illiterate,0,0,0,Unskilled,3,0.2,0,Semi-Pucca,7588,61931,0.12,0.42
37506831,Farmer,12,Irregular,67,Primary,1,0,4,Unskilled,4,0.3,1,Pucca,11634,83435,0.14,0.57
85666962,Construction Worker,14,Weekly,35,Illiterate,0,1,4,Unskilled,5,0.4,0,Pucca,11104,50977,0.22,0.73
42115377,Farmer,1,Monthly,26,Illiterate,0,0,0,Unskilled,6,0.3,0,Semi-Pucca,7261,14936,0.49,0.31
34787403,Auto Rickshaw Driver,28,Weekly,71,Secondary,1,1,9,Semi-Skilled,3,0.2,1,Semi-Pucca,29301,51934,0.56,0.95
45525166,Farmer,3,Weekly,66,Primary,1,0,1,Skilled,2,0.5,1,Kutcha,12668,25294,0.5,0.64
89681135,Street Vendor,18,Weekly,22,Primary,0,1,6,Semi-Skilled,6,0.3,0,Semi-Pucca,13246,61036,0.22,0.67
74007587,Construction Worker,22,Weekly,81,Primary,1,1,7,Semi-Skilled,3,0.6,1,Semi-Pucca,19801,51722,0.38,0.95
95723024,Street Vendor,43,Monthly,71,Primary,1,1,10,Skilled,2,0.2,1,Pucca,27179,17322,1.57,0.95
92511086,Domestic Worker,41,Weekly,58,Primary,1,0,10,Unskilled,1,0.7,1,Pucca,17155,65428,0.26,0.77
13175195,Farmer,7,Monthly,59,Primary,1,1,2,Unskilled,3,0.5,1,Kutcha,11901,78842,0.15,0.67
30787485,Delivery Partner,7,Monthly,36,Primary,0,1,2,Semi-Skilled,6,0.1,1,Kutcha,21840,52485,0.42,0.9
8976591,Construction Worker,32,Weekly,79,Primary,1,1,10,Semi-Skilled,5,0.5,1,Semi-Pucca,18234,25433,0.72,0.88
97381045,Farmer,6,Irregular,35,Primary,0,0,2,Skilled,7,0.3,0,Semi-Pucca,8943,10240,0.87,0.43
70738702,Domestic Worker,12,Weekly,24,Primary,0,1,4,Semi-Skilled,5,0.4,0,Pucca,9512,38471,0.25,0.62
16563525,Farmer,4,Monthly,78,Primary,1,1,1,Unskilled,2,0.6,1,Semi-Pucca,12872,74278,0.17,0.78
57783885,Domestic Worker,16,Weekly,82,Illiterate,1,0,5,Unskilled,2,0.2,1,Semi-Pucca,15889,60937,0.26,0.67
72158073,Construction Worker,16,Weekly,31,Primary,0,1,5,Semi-Skilled,4,0.3,1,Kutcha,12080,33891,0.36,0.74
60574243,Street Vendor,48,Monthly,69,Primary,1,1,10,Unskilled,6,0.7,1,Pucca,26740,8981,2.98,0.95
80115317,Construction Worker,10,Irregular,22,Primary,0,0,3,Skilled,7,0.2,1,Pucca,10215,78691,0.13,0.41
86797920,Small Shop Owner,38,Weekly,79,Secondary,1,1,10,Skilled,6,0.2,1,Semi-Pucca,42412,48811,0.87,0.95
92730278,Small Shop Owner,24,Weekly,70,Secondary,1,1,8,Unskilled,5,0.2,1,Semi-Pucca,31490,44511,0.71,0.95
22368987,Farmer,0,Monthly,28,Primary,0,0,0,Semi-Skilled,3,0.3,0,Kutcha,7071,20980,0.34,0.49
99203055,Farmer,6,Irregular,39,Illiterate,0,0,2,Unskilled,7,0.4,0,Kutcha,9178,36205,0.25,0.33
65339894,Street Vendor,8,Irregular,10,Primary,0,0,2,Skilled,5,0.1,0,Semi-Pucca,11318,48082,0.24,0.56
64980545,Tailor,20,Weekly,65,Primary,1,1,6,Semi-Skilled,1,0.8,1,Semi-Pucca,24151,13267,1.82,0.95
82839787,Street Vendor,19,Weekly,71,Secondary,1,1,6,Semi-Skilled,6,0.1,1,Pucca,20810,9005,2.31,0.95
75231605,Auto Rickshaw Driver,10,Monthly,22,Secondary,0,1,3,Semi-Skilled,6,0.1,1,Semi-Pucca,16398,6532,2.51,0.9
19152116,Domestic Worker,12,Monthly,22,Primary,0,1,4,Unskilled,4,0.3,0,Semi-Pucca,9583,84921,0.11,0.55
75625425,Construction Worker,7,Weekly,17,Illiterate,0,1,2,Semi-Skilled,5,0.3,0,Kutcha,8874,14801,0.6,0.62
9101011,Small Shop Owner,44,Weekly,63,Secondary,1,1,10,Unskilled,5,0.7,1,Semi-Pucca,36300,20144,1.8,0.95
13449716,Domestic Worker,18,Weekly,15,Primary,0,1,6,Semi-Skilled,3,0.4,0,Kutcha,8545,72297,0.12,0.69
80991909,Farmer,1,Monthly,16,Illiterate,0,0,0,Unskilled,4,0.4,0,Kutcha,6410,26143,0.25,0.45
95360928,Delivery Partner,19,Irregular,37,Secondary,0,0,6,Semi-Skilled,4,0.1,0,Pucca,24166,8446,2.86,0.95
32279364,Auto Rickshaw Driver,7,Weekly,18,Secondary,0,1,2,Semi-Skilled,4,0.3,0,Semi-Pucca,14302,40640,0.35,0.83
18340618,Street Vendor,18,Weekly,14,Primary,0,1,6,Semi-Skilled,3,0.2,0,Semi-Pucca,11899,85905,0.14,0.73
3247529,Construction Worker,23,Monthly,75,Primary,1,1,7,Unskilled,4,0.6,1,Semi-Pucca,18820,16606,1.13,0.95
2048929,Domestic Worker,15,Weekly,13,Illiterate,0,1,5,Unskilled,5,0.4,0,Semi-Pucca,8502,49996,0.17,0.65
57121370,Farmer,11,Irregular,59,Primary,1,0,3,Unskilled,2,0.6,1,Pucca,12083,87606,0.14,0.62
89570439,Street Vendor,33,Weekly,87,Graduate,1,1,10,Unskilled,7,0.8,1,Kutcha,29703,88849,0.33,0.95
24957015,Domestic Worker,7,Irregular,16,Primary,0,0,2,Skilled,7,0.3,1,Semi-Pucca,8983,18482,0.49,0.36
95819925,Domestic Worker,14,Monthly,26,Primary,0,0,4,Unskilled,3,0.2,0,Semi-Pucca,9633,90814,0.11,0.57
54499501,Construction Worker,22,Weekly,18,Primary,0,1,7,Semi-Skilled,7,0.3,1,Semi-Pucca,10834,32283,0.34,0.57
98747162,Auto Rickshaw Driver,34,Weekly,86,Graduate,1,1,10,Semi-Skilled,7,0.5,1,Semi-Pucca,34589,56174,0.62,0.95
40736114,Domestic Worker,24,Monthly,30,Primary,0,1,8,Semi-Skilled,3,0.4,0,Semi-Pucca,10063,80562,0.12,0.61
72858664,Auto Rickshaw Driver,21,Monthly,16,Primary,0,1,7,Semi-Skilled,4,0.2,1,Kutcha,15249,94114,0.16,0.85
37565282,Auto Rickshaw Driver,5,Monthly,11,Primary,0,1,1,Unskilled,6,0.1,0,Semi-Pucca,13201,42070,0.31,0.51
36140881,Small Shop Owner,20,Irregular,86,Primary,1,0,6,Semi-Skilled,7,0.2,1,Semi-Pucca,37793,8274,4.57,0.95
8683392,Domestic Worker,19,Monthly,72,Illiterate,1,1,6,Unskilled,2,0.6,1,Pucca,14299,33581,0.43,0.82
17197134,Street Vendor,8,Monthly,11,Primary,0,0,2,Semi-Skilled,7,0.2,0,Pucca,11517,89512,0.13,0.46
22877110,Domestic Worker,11,Monthly,22,Illiterate,0,0,3,Semi-Skilled,7,0.2,1,Kutcha,9098,11950,0.76,0.34
55562730,Farmer,12,Weekly,81,Illiterate,1,1,4,Unskilled,2,0.8,1,Semi-Pucca,12403,43132,0.29,0.75
79165571,Street Vendor,23,Weekly,17,Secondary,0,0,7,Skilled,6,0.2,1,Semi-Pucca,14718,54185,0.27,0.69
95178764,Construction Worker,20,Monthly,79,Primary,1,0,6,Unskilled,3,0.4,1,Kutcha,17911,85955,0.21,0.77
62322823,Farmer,7,Monthly,18,Illiterate,0,1,2,Unskilled,6,0.3,1,Semi-Pucca,7035,83874,0.08,0.45
40516293,Farmer,3,Irregular,31,Illiterate,0,0,1,Unskilled,6,0.3,0,Semi-Pucca,8120,56057,0.14,0.39
94419557,Street Vendor,17,Weekly,14,Secondary,0,1,5,Semi-Skilled,6,0.2,0,Kutcha,11793,58774,0.2,0.65
18474835,Construction Worker,32,Weekly,56,Illiterate,1,0,10,Semi-Skilled,7,0.5,1,Pucca,15880,72141,0.22,0.71
26127318,Street Vendor,23,Weekly,80,Primary,1,0,7,Semi-Skilled,3,0.9,1,Pucca,20520,48138,0.43,0.95
34059837,Farmer,6,Irregular,15,Illiterate,0,0,2,Unskilled,6,0.3,1,Pucca,6896,40765,0.17,0.41
71900394,Small Shop Owner,24,Weekly,17,Secondary,0,0,8,Unskilled,3,0.1,0,Pucca,23681,5769,4.1,0.95
8048497,Auto Rickshaw Driver,17,Weekly,35,Primary,0,1,5,Unskilled,5,0.3,0,Kutcha,19530,83409,0.23,0.95
60831002,Farmer,7,Weekly,27,Illiterate,0,1,2,Skilled,7,0.4,1,Pucca,9867,29886,0.33,0.66
90655269,Auto Rickshaw Driver,48,Monthly,68,Secondary,1,1,10,Skilled,7,0.9,1,Pucca,34567,32400,1.07,0.95
97278002,Farmer,3,Irregular,25,Primary,0,0,1,Unskilled,3,0.2,0,Kutcha,8118,58287,0.14,0.43
90150512,Auto Rickshaw Driver,20,Weekly,31,Primary,0,0,6,Unskilled,7,0.2,0,Kutcha,19148,25783,0.74,0.76
48519619,Domestic Worker,11,Monthly,33,Illiterate,0,0,3,Semi-Skilled,7,0.3,0,Kutcha,9383,90541,0.1,0.38
81335403,Street Vendor,24,Weekly,18,Primary,0,0,8,Unskilled,5,0.4,0,Kutcha,12362,20124,0.61,0.62
78057447,Farmer,0,Irregular,23,Illiterate,0,0,0,Unskilled,7,0.3,1,Pucca,7795,58476,0.13,0.38
39153448,Domestic Worker,15,Monthly,37,Illiterate,0,1,5,Skilled,5,0.1,0,Semi-Pucca,12096,94390,0.13,0.65
41937546,Farmer,2,Irregular,17,Primary,0,0,0,Semi-Skilled,3,0.2,0,Kutcha,7427,13081,0.57,0.42
30001429,Farmer,0,Monthly,30,Primary,0,0,0,Unskilled,7,0.3,0,Kutcha,7381,74313,0.1,0.38
3838813,Street Vendor,14,Monthly,35,Secondary,0,0,4,Semi-Skilled,4,0.3,0,Semi-Pucca,14906,86388,0.17,0.75
66847498,Small Shop Owner,48,Weekly,72,Secondary,1,1,10,Skilled,3,0.9,1,Pucca,44340,10612,4.18,0.95
7840669,Auto Rickshaw Driver,20,Monthly,29,Primary,0,0,6,Skilled,6,0.3,1,Kutcha,20417,60036,0.34,0.72
76689618,Farmer,0,Weekly,16,Illiterate,0,1,0,Unskilled,7,0.4,0,Semi-Pucca,6247,45904,0.14,0.48
59411925,Domestic Worker,12,Weekly,21,Primary,0,1,4,Unskilled,3,0.1,0,Pucca,9533,59208,0.16,0.58
32842286,Auto Rickshaw Driver,16,Weekly,54,Secondary,1,1,5,Skilled,6,0.2,1,Pucca,21909,12216,1.79,0.95
83636916,Small Shop Owner,12,Irregular,53,Primary,1,0,4,Semi-Skilled,1,0.9,1,Pucca,29967,59128,0.51,0.95
99373874,Street Vendor,21,Weekly,13,Primary,0,1,7,Semi-Skilled,6,0.2,0,Semi-Pucca,11801,32115,0.37,0.68
17625854,Auto Rickshaw Driver,26,Weekly,59,Secondary,1,1,8,Skilled,2,0.2,1,Semi-Pucca,27765,41174,0.67,0.95
85405226,Auto Rickshaw Driver,47,Monthly,74,Secondary,1,1,10,Semi-Skilled,6,0.5,1,Pucca,34571,41768,0.83,0.95
68198992,Small Shop Owner,39,Weekly,75,Secondary,1,1,10,Semi-Skilled,4,0.8,1,Semi-Pucca,41607,65845,0.63,0.95
34148772,Small Shop Owner,8,Monthly,20,Primary,0,1,2,Semi-Skilled,7,0.3,1,Semi-Pucca,20834,38825,0.54,0.93
30823815,Farmer,0,Monthly,23,Primary,0,0,0,Skilled,3,0.2,0,Kutcha,8374,67575,0.12,0.52
38409958,Farmer,7,Monthly,80,Primary,1,1,2,Semi-Skilled,1,0.2,1,Semi-Pucca,12877,58585,0.22,0.67
8293466,Farmer,4,Irregular,13,Primary,0,0,1,Unskilled,3,0.3,0,Semi-Pucca,6844,62177,0.11,0.42
79083207,Small Shop Owner,30,Weekly,82,Primary,1,1,10,Unskilled,5,0.7,1,Pucca,40782,39841,1.02,0.95
22853288,Delivery Partner,7,Irregular,39,Primary,0,0,2,Semi-Skilled,7,0.3,0,Semi-Pucca,19456,66596,0.29,0.68
26004860,Farmer,3,Monthly,19,Illiterate,0,0,1,Unskilled,7,0.3,1,Semi-Pucca,7742,29130,0.27,0.38
38580457,Small Shop Owner,17,Monthly,57,Primary,1,1,5,Semi-Skilled,6,0.2,1,Semi-Pucca,29713,64788,0.46,0.95
53799756,Auto Rickshaw Driver,7,Irregular,28,Primary,0,0,2,Unskilled,3,0.1,0,Kutcha,15492,34339,0.45,0.66
17060579,Tailor,38,Weekly,59,Graduate,1,0,10,Unskilled,1,0.2,1,Pucca,28173,51795,0.54,0.95
70719496,Farmer,3,Irregular,20,Primary,0,0,1,Unskilled,5,0.2,0,Pucca,8060,50505,0.16,0.35
894027,Domestic Worker,11,Irregular,37,Illiterate,0,0,3,Semi-Skilled,4,0.4,0,Semi-Pucca,10507,38857,0.27,0.49
11057657,Small Shop Owner,16,Monthly,24,Primary,0,0,5,Semi-Skilled,3,0.1,0,Kutcha,23470,58004,0.4,0.95
26086076,Tailor,21,Irregular,20,Secondary,0,0,7,Semi-Skilled,3,0.1,0,Kutcha,15653,92976,0.17,0.75
45328226,Construction Worker,13,Monthly,38,Primary,0,0,4,Skilled,7,0.3,1,Semi-Pucca,13126,10354,1.27,0.66
61571748,Farmer,10,Weekly,56,Primary,1,1,3,Unskilled,2,0.1,1,Semi-Pucca,10402,24282,0.43,0.71
8067536,Farmer,1,Monthly,21,Illiterate,0,0,0,Skilled,4,0.3,0,Pucca,8775,41238,0.21,0.48
12225501,Tailor,27,Monthly,70,Secondary,1,0,9,Skilled,2,0.4,1,Pucca,29267,62215,0.47,0.95
16701359,Construction Worker,15,Irregular,17,Primary,0,0,5,Skilled,6,0.4,0,Semi-Pucca,10026,51678,0.19,0.42
39159180,Small Shop Owner,11,Weekly,19,Secondary,0,1,3,Unskilled,5,0.2,1,Pucca,19287,39102,0.49,0.95
18952494,Street Vendor,19,Weekly,17,Primary,0,1,6,Unskilled,7,0.2,1,Kutcha,12613,75063,0.17,0.64
97191649,Farmer,6,Weekly,37,Illiterate,0,1,2,Skilled,4,0.4,0,Semi-Pucca,9381,26173,0.36,0.71
42971475,Domestic Worker,23,Weekly,54,Primary,1,1,7,Skilled,5,0.4,1,Semi-Pucca,15213,51097,0.3,0.82
50785188,Auto Rickshaw Driver,42,Weekly,76,Primary,1,0,10,Skilled,3,0.8,1,Semi-Pucca,36740,35161,1.04,0.95
49458153,Domestic Worker,17,Weekly,82,Primary,1,1,5,Unskilled,2,0.7,1,Kutcha,15252,20653,0.74,0.87
37554083,Farmer,4,Monthly,19,Illiterate,0,1,1,Semi-Skilled,5,0.4,1,Kutcha,7191,67901,0.11,0.53
92097709,Street Vendor,32,Weekly,74,Primary,1,1,10,Semi-Skilled,2,0.1,1,Pucca,24816,44579,0.56,0.95
73810831,Street Vendor,6,Monthly,37,Secondary,0,0,2,Semi-Skilled,6,0.3,1,Pucca,14855,81185,0.18,0.68
86880377,Farmer,7,Irregular,39,Primary,0,0,2,Unskilled,7,0.3,0,Kutcha,10217,64591,0.16,0.47
19839024,Domestic Worker,15,Irregular,12,Illiterate,0,0,5,Semi-Skilled,3,0.1,0,Semi-Pucca,7729,80012,0.1,0.55
10762151,Domestic Worker,21,Weekly,26,Primary,0,1,7,Skilled,4,0.1,1,Kutcha,12463,31424,0.4,0.81
34604589,Construction Worker,12,Irregular,67,Illiterate,1,0,4,Skilled,5,0.4,1,Kutcha,15452,92019,0.17,0.73
23547739,Street Vendor,23,Weekly,38,Primary,0,1,7,Semi-Skilled,3,0.4,0,Semi-Pucca,15567,97987,0.16,0.93
23727379,Small Shop Owner,49,Weekly,80,Secondary,1,1,10,Semi-Skilled,1,0.7,1,Kutcha,46768,6439,7.26,0.95
84601408,Farmer,10,Monthly,75,Primary,1,1,3,Skilled,3,0.8,1,Pucca,14471,72375,0.2,0.81
56882783,Street Vendor,34,Weekly,60,Graduate,1,1,10,Skilled,2,0.6,1,Kutcha,28191,58391,0.48,0.95
67861316,Tailor,17,Monthly,11,Secondary,0,0,5,Semi-Skilled,7,0.4,1,Semi-Pucca,12034,11200,1.07,0.67
6623330,Small Shop Owner,12,Irregular,35,Primary,0,0,4,Semi-Skilled,4,0.1,0,Kutcha,22662,96495,0.23,0.94
44338389,Farmer,4,Monthly,71,Illiterate,1,0,1,Unskilled,1,0.3,1,Pucca,11528,24096,0.48,0.58
7589618,Farmer,0,Irregular,15,Primary,0,0,0,Unskilled,5,0.3,1,Kutcha,7014,99601,0.07,0.47
76149557,Farmer,10,Monthly,59,Illiterate,1,1,3,Semi-Skilled,5,0.8,1,Pucca,11536,43164,0.27,0.71
86210462,Tailor,20,Irregular,17,Primary,0,0,6,Skilled,3,0.3,0,Semi-Pucca,14490,18293,0.79,0.76
2495308,Construction Worker,28,Irregular,70,Illiterate,1,0,9,Skilled,3,0.3,1,Pucca,18260,82997,0.22,0.79
2490587,Small Shop Owner,12,Weekly,21,Primary,0,1,4,Semi-Skilled,5,0.2,0,Semi-Pucca,20904,23887,0.88,0.95
5332371,Small Shop Owner,19,Weekly,37,Secondary,0,1,6,Semi-Skilled,6,0.1,1,Pucca,27490,59285,0.46,0.95
26428551,Auto Rickshaw Driver,20,Weekly,13,Primary,0,1,6,Semi-Skilled,7,0.1,1,Pucca,13673,40553,0.34,0.77
95846327,Auto Rickshaw Driver,16,Weekly,29,Secondary,0,0,5,Semi-Skilled,6,0.4,0,Semi-Pucca,17673,32644,0.54,0.74
35900574,Street Vendor,7,Weekly,26,Secondary,0,0,2,Semi-Skilled,6,0.4,1,Semi-Pucca,13180,51491,0.26,0.6
54494685,Street Vendor,10,Irregular,38,Primary,0,0,3,Semi-Skilled,3,0.3,0,Semi-Pucca,12831,57443,0.22,0.64
70961598,Domestic Worker,12,Monthly,10,Primary,0,1,4,Semi-Skilled,3,0.3,0,Semi-Pucca,7816,54066,0.14,0.54
7510962,Farmer,4,Monthly,86,Primary,1,0,1,Unskilled,3,0.2,1,Semi-Pucca,13610,21330,0.64,0.77
68988767,Farmer,9,Weekly,50,Primary,1,1,3,Semi-Skilled,4,0.6,1,Pucca,11024,21158,0.52,0.68
79843651,Farmer,2,Weekly,61,Primary,1,1,0,Skilled,7,0.2,1,Pucca,11937,17905,0.67,0.66
81949792,Farmer,8,Irregular,89,Illiterate,1,0,2,Semi-Skilled,4,0.3,1,Semi-Pucca,14800,24278,0.61,0.68
63074942,Street Vendor,23,Weekly,11,Primary,0,1,7,Semi-Skilled,6,0.3,0,Semi-Pucca,11327,90874,0.12,0.67
12878398,Auto Rickshaw Driver,40,Weekly,71,Primary,1,1,10,Semi-Skilled,5,0.6,1,Semi-Pucca,28455,45882,0.62,0.95
58482418,Auto Rickshaw Driver,10,Irregular,28,Secondary,0,0,3,Unskilled,5,0.3,0,Kutcha,14758,39549,0.37,0.67
23380754,Auto Rickshaw Driver,20,Weekly,25,Secondary,0,1,6,Skilled,3,0.4,0,Semi-Pucca,18140,72328,0.25,0.95
82416201,Domestic Worker,11,Monthly,17,Primary,0,1,3,Semi-Skilled,7,0.4,0,Kutcha,9279,84767,0.11,0.54
723911,Domestic Worker,24,Weekly,60,Primary,1,0,8,Unskilled,1,0.1,1,Pucca,13635,95958,0.14,0.74
56404619,Delivery Partner,12,Monthly,37,Primary,0,0,4,Semi-Skilled,4,0.3,1,Pucca,21119,75886,0.28,0.94
44710833,Domestic Worker,20,Weekly,87,Illiterate,1,1,6,Semi-Skilled,2,0.5,1,Kutcha,17277,85335,0.2,0.91
61521251,Farmer,5,Monthly,80,Illiterate,1,0,1,Skilled,3,0.7,1,Semi-Pucca,13917,27673,0.5,0.64
29576573,Small Shop Owner,28,Monthly,50,Primary,1,1,9,Unskilled,3,0.1,1,Semi-Pucca,29213,90977,0.32,0.95
77931674,Small Shop Owner,21,Weekly,78,Primary,1,0,7,Semi-Skilled,6,0.8,1,Semi-Pucca,35738,31608,1.13,0.95
97890550,Farmer,2,Irregular,79,Primary,1,0,0,Semi-Skilled,3,0.4,1,Kutcha,11623,81671,0.14,0.67
76062750,Street Vendor,28,Irregular,81,Primary,1,0,9,Semi-Skilled,1,0.6,1,Semi-Pucca,24218,12002,2.02,0.95
1084427,Construction Worker,17,Monthly,18,Primary,0,1,5,Skilled,5,0.3,0,Pucca,11169,22647,0.49,0.71
64056131,Delivery Partner,32,Irregular,79,Primary,1,0,10,Unskilled,2,0.6,1,Pucca,34837,94172,0.37,0.95
51444422,Street Vendor,10,Monthly,32,Primary,0,0,3,Skilled,6,0.2,1,Kutcha,13968,6471,2.16,0.73
52152282,Delivery Partner,49,Monthly,68,Primary,1,1,10,Unskilled,2,0.7,1,Semi-Pucca,38198,43709,0.87,0.95
42231114,Street Vendor,20,Weekly,20,Primary,0,1,6,Unskilled,5,0.4,0,Kutcha,13295,19900,0.67,0.75
80557524,Auto Rickshaw Driver,10,Monthly,28,Primary,0,1,3,Skilled,6,0.3,0,Semi-Pucca,17658,77212,0.23,0.86
26397816,Farmer,1,Weekly,34,Primary,0,0,0,Skilled,3,0.3,0,Pucca,8913,72857,0.12,0.45
72046884,Auto Rickshaw Driver,9,Weekly,13,Secondary,0,1,3,Semi-Skilled,6,0.2,1,Semi-Pucca,14845,82649,0.18,0.76
12316865,Domestic Worker,9,Monthly,35,Primary,0,1,3,Unskilled,4,0.3,0,Semi-Pucca,10047,94787,0.11,0.69
13245930,Farmer,0,Weekly,15,Primary,0,0,0,Semi-Skilled,7,0.3,0,Kutcha,6855,19367,0.35,0.35
73044695,Street Vendor,29,Monthly,80,Secondary,1,1,9,Semi-Skilled,6,0.7,1,Pucca,25081,84033,0.3,0.95
52326293,Auto Rickshaw Driver,8,Monthly,36,Primary,0,1,2,Unskilled,6,0.3,0,Kutcha,17895,62725,0.29,0.8
85295867,Small Shop Owner,17,Weekly,18,Secondary,0,0,5,Semi-Skilled,6,0.4,0,Semi-Pucca,19557,25228,0.78,0.85
68258262,Construction Worker,12,Weekly,14,Illiterate,0,0,4,Skilled,6,0.3,0,Kutcha,10745,12773,0.84,0.6
6112882,Auto Rickshaw Driver,25,Weekly,87,Primary,1,1,8,Semi-Skilled,1,0.2,1,Kutcha,29025,84909,0.34,0.95
