age,education_level,employment_type,region,night_light,gov_subsidy,electricity_access,repayment_status
43,High School,Casual,Rural,44.60555491321306,1,1,Poor
22,High School,Casual,Semi-urban,54.51661008787613,0,0,Poor
23,No formal,Unemployed,Urban,52.757517744837564,1,1,Poor
43,No formal,Casual,Semi-urban,90.39550495970745,0,0,Poor
21,High School,Casual,Urban,55.24700036851861,0,1,Poor
36,Graduate,Self-employed,Rural,34.93918104736984,1,1,Medium
37,Graduate,Casual,Urban,48.5680362936639,1,0,Poor
50,Primary,Unemployed,Rural,23.356304998003225,1,1,Poor
37,High School,Self-employed,Rural,48.791003760548584,1,1,Medium
29,Primary,Salaried,Semi-urban,37.50415914498862,0,0,Good
18,Graduate,Self-employed,Semi-urban,63.730854133402424,0,1,Poor
43,Primary,Unemployed,Semi-urban,41.756895881066974,0,0,Poor
31,High School,Self-employed,Semi-urban,48.2485112630713,1,1,Medium
55,High School,Self-employed,Urban,40.46663237893395,0,0,Poor
54,High School,Unemployed,Urban,76.08277027779997,0,1,Poor
28,No formal,Self-employed,Urban,45.18135850823133,1,1,Medium
53,Primary,Unemployed,Rural,77.48835565218803,1,1,Poor
30,Graduate,Unemployed,Urban,62.212276431774,0,1,Poor
20,Graduate,Salaried,Urban,57.231000910030794,1,0,Good
50,Graduate,Casual,Urban,55.530997209762795,0,0,Poor
23,No formal,Casual,Semi-urban,55.906959473243774,0,0,Poor
27,No formal,Self-employed,Urban,21.08491130981585,1,0,Medium
22,High School,Self-employed,Rural,45.81674908773865,0,0,Poor
40,Graduate,Salaried,Semi-urban,62.67736956776483,1,0,Good
27,No formal,Salaried,Rural,49.26654224788842,1,0,Good
19,High School,Salaried,Urban,28.922152297946376,0,1,Good
30,Graduate,Unemployed,Semi-urban,49.213933241337955,0,1,Poor
57,Primary,Salaried,Rural,75.56158274383236,0,1,Good
19,High School,Salaried,Urban,68.70337573302079,1,1,Good
37,No formal,Self-employed,Rural,49.069939859509525,0,0,Poor
18,No formal,Salaried,Rural,64.2717391558713,1,0,Good
54,High School,Unemployed,Rural,44.50239469447922,1,0,Poor
26,High School,Unemployed,Urban,24.441926197599216,0,1,Poor
34,No formal,Self-employed,Urban,36.133010178056686,1,0,Medium
26,Primary,Salaried,Rural,73.44333152762297,0,1,Good
28,Graduate,Salaried,Semi-urban,45.89010377256044,0,0,Good
32,Primary,Unemployed,Semi-urban,46.34924030937473,0,0,Poor
41,High School,Salaried,Urban,45.502427055876794,0,0,Good
55,Primary,Salaried,Urban,78.56204884359511,0,0,Good
52,No formal,Salaried,Urban,74.38938373043095,0,1,Good
47,High School,Casual,Urban,83.281703501722,0,1,Poor
48,Graduate,Self-employed,Urban,47.61432184399923,1,0,Medium
22,No formal,Casual,Semi-urban,54.434367331206424,0,1,Poor
31,No formal,Self-employed,Urban,27.250361758688133,1,0,Medium
28,Graduate,Unemployed,Rural,72.15401639177412,1,0,Poor
26,Graduate,Salaried,Rural,32.48330673098097,1,0,Good
51,Primary,Self-employed,Semi-urban,53.251633456439436,0,0,Poor
29,High School,Casual,Rural,33.54046208550734,1,1,Poor
52,Graduate,Salaried,Semi-urban,41.16699759891956,1,0,Good
52,Graduate,Unemployed,Semi-urban,37.441063534254496,0,0,Poor
18,High School,Self-employed,Rural,40.881871089862734,0,1,Poor
57,Graduate,Self-employed,Urban,41.91315945276532,1,0,Medium
39,Graduate,Self-employed,Rural,41.775968076123846,0,1,Poor
46,Primary,Salaried,Rural,62.50000867670461,0,0,Good
25,No formal,Casual,Semi-urban,33.4270581040622,0,0,Poor
28,No formal,Casual,Rural,53.308121405208006,0,0,Poor
58,No formal,Self-employed,Semi-urban,68.26938728458337,1,0,Medium
54,No formal,Unemployed,Urban,42.30205453229906,0,0,Poor
31,Graduate,Unemployed,Urban,39.23121663878597,0,0,Poor
47,High School,Casual,Urban,46.542130622296234,0,1,Poor
52,High School,Unemployed,Rural,67.69587812541064,1,0,Poor
38,Primary,Casual,Semi-urban,52.911614464300364,1,1,Poor
54,Primary,Self-employed,Urban,42.03178558088602,0,1,Poor
22,Graduate,Casual,Semi-urban,57.2581497678206,0,0,Poor
36,High School,Casual,Semi-urban,33.46561775245365,1,1,Poor
31,High School,Self-employed,Urban,60.22039265664422,0,0,Poor
43,No formal,Unemployed,Urban,56.12910961552652,0,1,Poor
21,Graduate,Casual,Semi-urban,45.38287293291674,1,0,Poor
42,Graduate,Casual,Urban,37.421213023291536,0,1,Poor
59,No formal,Self-employed,Semi-urban,36.69978616574814,0,1,Poor
42,Graduate,Unemployed,Semi-urban,58.02226004518865,1,0,Poor
35,Graduate,Casual,Urban,68.43470753733592,1,1,Poor
57,Primary,Self-employed,Rural,40.44038379456808,0,0,Poor
25,High School,Casual,Urban,56.87580055327226,1,0,Poor
56,Graduate,Salaried,Rural,18.69459472096897,0,0,Good
57,Primary,Self-employed,Semi-urban,41.23073404014201,0,0,Poor
31,High School,Unemployed,Semi-urban,49.53411600693647,0,0,Poor
49,No formal,Unemployed,Rural,36.354748745272495,1,1,Poor
55,Primary,Unemployed,Semi-urban,35.95240437815606,1,1,Poor
50,Primary,Unemployed,Rural,39.983306652966704,0,1,Poor
40,High School,Casual,Rural,54.3828909248956,0,0,Poor
32,No formal,Casual,Semi-urban,47.19006472390438,1,1,Poor
50,Primary,Unemployed,Rural,16.42653150012542,1,1,Poor
42,Graduate,Unemployed,Urban,18.189497710474008,1,1,Poor
34,Graduate,Unemployed,Urban,40.89702233214237,0,1,Poor
50,Graduate,Casual,Semi-urban,56.86529879080328,1,1,Poor
19,No formal,Unemployed,Semi-urban,8.78742735912148,1,0,Poor
31,Primary,Unemployed,Rural,42.50404735772554,0,0,Poor
57,Graduate,Salaried,Rural,42.106282152238684,0,1,Good
57,No formal,Salaried,Rural,70.82506667312671,0,0,Good
56,Graduate,Unemployed,Rural,44.22467282430705,1,0,Poor
23,High School,Self-employed,Urban,55.74483477111393,0,1,Poor
23,Primary,Unemployed,Urban,52.118857101311946,0,1,Poor
20,Primary,Salaried,Semi-urban,18.04150280289199,0,0,Good
24,No formal,Self-employed,Rural,61.52310824947606,0,1,Poor
25,No formal,Self-employed,Rural,53.23094758184432,1,0,Medium
59,Primary,Unemployed,Semi-urban,57.62402959511884,0,0,Poor
32,Graduate,Salaried,Rural,108.8935655965449,1,1,Good
46,Graduate,Salaried,Rural,18.738305907521173,1,0,Good
50,High School,Self-employed,Rural,75.87044974641663,1,0,Medium
47,Graduate,Unemployed,Rural,45.688287208994666,0,0,Poor
56,No formal,Casual,Rural,54.30993356604514,1,1,Poor
44,No formal,Casual,Semi-urban,49.31731632048137,0,1,Poor
53,Graduate,Salaried,Rural,43.63645499902935,0,1,Good
46,No formal,Casual,Semi-urban,41.452506076418615,0,1,Poor
55,Primary,Salaried,Rural,54.942631033595134,1,0,Good
50,Primary,Salaried,Urban,27.242394549924814,0,1,Good
54,Graduate,Salaried,Urban,61.258687512826484,0,1,Good
44,Primary,Casual,Urban,43.757083926721194,0,1,Poor
50,Primary,Salaried,Urban,33.04895991439463,1,1,Good
21,High School,Self-employed,Semi-urban,43.24980713006279,1,0,Medium
39,High School,Unemployed,Semi-urban,68.8572382529386,1,0,Poor
19,Primary,Unemployed,Rural,41.96997369475665,0,0,Poor
27,Graduate,Salaried,Urban,55.3768042731443,1,1,Good
22,High School,Unemployed,Semi-urban,39.0356558642679,0,1,Poor
27,No formal,Casual,Rural,61.368827748854294,0,0,Poor
50,No formal,Casual,Rural,60.282616081853064,1,1,Poor
55,No formal,Unemployed,Semi-urban,77.72913249944617,0,1,Poor
30,Graduate,Casual,Urban,47.36654081751177,1,0,Poor
48,Primary,Unemployed,Rural,60.0298220713686,0,0,Poor
53,No formal,Unemployed,Urban,51.47101309308417,1,1,Poor
41,Graduate,Unemployed,Urban,69.43807672794522,0,1,Poor
32,High School,Salaried,Urban,39.21751418586904,0,1,Good
46,Primary,Unemployed,Rural,61.17507969315922,0,0,Poor
25,High School,Salaried,Urban,47.079540558249775,0,0,Good
22,Graduate,Unemployed,Rural,49.037177343372534,0,0,Poor
